City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Deputatskiy,RU,69.3,139.9,27.81,90,100,17.78,light snow
455,Carlagan,PH,14.975,122.0456,82.18,84,82,10.45,broken clouds
456,Tervel,BG,43.75,27.4,72.23,33,28,3.76,scattered clouds
457,Puteyets,RU,65.1716,57.091,52.99,50,75,13.04,broken clouds
458,Blagoyevo,RU,63.3667,47.9167,45.72,95,100,7.92,overcast clouds
459,Almaznyy,RU,48.0448,40.045,55.54,56,81,11.88,broken clouds
460,Bandarbeyla,SO,9.4942,50.8122,85.01,53,100,24.38,overcast clouds
461,Garissa,KE,-0.4536,39.6401,90.3,37,90,21.32,overcast clouds
462,Morant Bay,JM,17.8815,-76.4093,75.61,77,7,5.53,clear sky
463,Planaltina,BR,-15.4528,-47.6142,68.29,51,34,4.21,scattered clouds
464,Esmeraldas,BR,-19.7625,-44.3139,61.66,74,76,7.72,broken clouds
465,Kilindoni,TZ,-7.9139,39.6668,78.51,72,3,9.46,clear sky
466,Bima,ID,-8.4667,118.7167,83.5,63,88,1.9,overcast clouds
467,Kokstad,ZA,-30.5472,29.4241,83.14,19,71,5.39,broken clouds
468,Dovolnoye,RU,54.4958,79.6671,44.65,81,100,10.74,light rain
469,Kashi,CN,39.4547,75.9797,84.43,10,0,7.74,clear sky
470,San Rafael,AR,-34.6177,-68.3301,57.76,46,0,8.61,clear sky
471,Iskateley,RU,67.6803,53.1512,51.78,61,34,18.07,scattered clouds
472,Japura,ID,-0.3167,102.35,91.15,54,93,2.86,overcast clouds
473,Verkhoyansk,RU,67.5447,133.385,38.01,68,98,3.83,overcast clouds
474,Todos Santos,MX,23.45,-110.2167,83.01,92,10,3.89,clear sky
475,Talnakh,RU,69.4865,88.3972,39.7,57,94,1.28,overcast clouds
476,Bonavista,CA,48.6499,-53.1147,40.12,74,0,1.59,clear sky
477,Pisco,PE,-13.7,-76.2167,59.05,88,11,8.05,few clouds
478,Leopold,AU,-38.1833,144.4667,51.84,73,75,9.22,broken clouds
479,Mehran,IR,33.1222,46.1646,96.51,16,0,18.92,clear sky
480,Kemin,KG,42.7846,75.6892,79.38,8,0,8.57,clear sky
481,Okha,RU,53.5739,142.9478,49.78,78,6,8.34,clear sky
482,Kathmandu,NP,27.7167,85.3167,80.82,69,75,9.22,broken clouds
483,Candia,US,43.0779,-71.2767,62.71,93,23,4.16,few clouds
484,Hay River,CA,60.8156,-115.7999,46.51,80,8,9.1,clear sky
485,Vila,PT,42.0304,-8.1588,55.33,95,100,3.18,light rain
486,Petrovskaya,RU,45.4314,37.955,63.09,59,54,13.56,broken clouds
487,Northam,GB,51.0333,-4.2167,64.67,95,100,3.22,overcast clouds
488,Ishim,RU,56.1128,69.4902,56.55,46,0,9.08,clear sky
489,Milverton,CA,43.5668,-80.9164,57.9,95,81,11.16,broken clouds
490,Vredendal,ZA,-31.6683,18.5012,75.33,33,81,2.39,broken clouds
491,Hervey Bay,AU,-25.2986,152.8535,70.03,77,9,15.19,clear sky
492,Leh,IN,34.1667,77.5833,61.59,26,95,3.13,overcast clouds
493,Puri,IN,19.8,85.85,91.92,66,90,8.99,moderate rain
494,Changying,CN,52.8733,123.3213,54.36,82,96,3.98,overcast clouds
495,Eirunepe,BR,-6.6603,-69.8736,70.32,99,100,2.06,overcast clouds
496,Riverton,US,40.5219,-111.9391,65.71,48,1,7.0,clear sky
497,Sawtell,AU,-30.3833,153.1,66.22,77,42,11.5,scattered clouds
498,Qunduz,AF,36.729,68.857,94.32,9,0,6.04,clear sky
499,Pokrovskoye,RU,47.4157,38.8971,61.9,56,21,9.22,few clouds
500,Obihiro,JP,42.9172,143.2044,53.11,81,0,3.0,clear sky
501,Oussouye,SN,12.485,-16.5469,80.2,81,64,5.48,broken clouds
502,Buala,SB,-8.145,159.5921,80.65,83,35,5.75,moderate rain
503,Ostrovnoy,RU,68.0531,39.5131,47.46,89,100,14.92,overcast clouds
504,Port Lincoln,AU,-34.7333,135.8667,52.16,66,30,9.57,scattered clouds
505,Grand Gaube,MU,-20.0064,57.6608,77.4,62,9,11.99,clear sky
506,Lipari,IT,38.4674,14.954,84.09,75,2,8.14,clear sky
507,Wanxian,CN,30.8039,108.3897,93.78,56,15,5.14,few clouds
508,Port-Gentil,GA,-0.7193,8.7815,80.56,83,90,10.36,overcast clouds
509,Malyye Derbety,RU,47.9547,44.6808,55.85,72,100,7.87,overcast clouds
510,Avera,US,33.194,-82.5271,55.71,61,46,2.91,scattered clouds
511,Ketchikan,US,55.3422,-131.6461,47.28,94,60,2.48,broken clouds
512,Kutum,SD,14.2,24.6667,85.57,16,100,14.54,overcast clouds
513,Amapa,BR,1.0,-52.0,69.13,100,100,0.47,overcast clouds
514,San Policarpo,PH,12.1791,125.5072,83.25,77,100,7.16,overcast clouds
515,Parintins,BR,-2.6283,-56.7358,73.2,82,73,2.33,broken clouds
516,Nieuw Nickerie,SR,5.95,-56.9833,79.66,86,79,10.04,broken clouds
517,Neumunster,DE,54.0667,9.9833,64.24,88,89,9.55,overcast clouds
518,Cookeville,US,36.1628,-85.5016,56.19,96,1,0.0,clear sky
519,Surovikino,RU,48.6078,42.8486,56.14,86,100,12.39,moderate rain
520,Dawan,CN,24.34,112.948,89.71,64,5,2.64,clear sky
521,Teya,RU,60.3778,92.6267,40.05,83,100,8.52,overcast clouds
522,Kamennogorsk,RU,60.9545,29.1339,49.01,97,100,4.25,light rain
523,Shaunavon,CA,49.6501,-108.4181,55.4,45,12,10.13,few clouds
524,Namtsy,RU,62.7161,129.6658,44.71,86,100,8.59,overcast clouds
525,Veraval,IN,20.9,70.3667,83.52,72,52,12.35,broken clouds
526,Ust-Koksa,RU,50.2696,85.6108,48.87,33,42,5.93,scattered clouds
527,Anaimalai,IN,10.5833,76.9333,91.17,51,84,13.8,broken clouds
528,Anloga,GH,5.7947,0.8973,80.82,87,100,10.38,overcast clouds
529,Severnoye,RU,56.3491,78.3619,36.75,97,100,7.29,overcast clouds
530,Garden City,US,42.3256,-83.331,62.85,71,90,1.01,overcast clouds
531,College,US,64.8569,-147.8028,32.2,94,100,1.66,overcast clouds
532,Baker City,US,44.7749,-117.8344,61.59,70,1,3.44,clear sky
533,Vetlanda,SE,57.4289,15.0776,57.61,60,20,10.33,few clouds
534,Wairoa,NZ,-39.0333,177.3667,59.56,64,45,4.0,scattered clouds
535,Muros,ES,42.7762,-9.0603,66.24,90,100,8.05,overcast clouds
536,Culpeper,US,38.5004,-77.9664,53.56,95,90,0.0,mist
537,Ilinskiy,RU,55.619,38.1182,50.41,81,75,8.95,light rain
538,Forestville,US,38.8451,-76.875,56.26,91,1,0.0,clear sky
539,Jieshi,CN,22.8134,115.8257,84.65,69,0,19.57,clear sky
540,Moranbah,AU,-22.0016,148.0466,75.31,28,12,9.71,few clouds
541,Marsaxlokk,MT,35.8419,14.5431,83.01,69,20,11.5,few clouds
542,San-Pedro,CI,4.7485,-6.6363,78.04,89,100,7.14,overcast clouds
543,Hami,CN,42.8,93.45,71.56,17,0,7.74,clear sky
544,Corinto,GR,37.9407,22.9573,85.6,31,7,2.35,clear sky
545,Seoul,KR,37.5683,126.9778,74.77,64,0,3.44,clear sky
546,Ballina,AU,-28.8667,153.5667,73.44,77,90,0.0,overcast clouds
547,Beloha,MG,-25.1667,45.05,91.49,20,0,5.12,clear sky
548,Meulaboh,ID,4.1363,96.1285,84.81,69,80,9.64,broken clouds
549,Saint-Jean-De-Maurienne,FR,45.1667,6.5833,53.78,60,38,6.64,scattered clouds
550,Puerto Escondido,MX,15.85,-97.0667,77.47,86,100,5.1,overcast clouds
551,Pyaozerskiy,RU,65.8333,31.1667,47.28,80,94,10.51,overcast clouds
552,Dijkot,PK,31.2167,72.9833,98.2,33,2,6.49,clear sky
553,Imphal,IN,24.8167,93.95,85.91,62,40,9.22,scattered clouds
554,Brae,GB,60.3964,-1.353,53.51,93,100,13.73,overcast clouds
555,Belmonte,BR,-15.8631,-38.8828,66.7,73,77,7.16,broken clouds
556,Handan,CN,36.6006,114.4678,61.68,97,100,12.71,moderate rain
557,Itoman,JP,26.1247,127.6694,84.22,79,75,12.66,broken clouds
558,Caraballeda,VE,10.6112,-66.8522,75.27,83,40,5.75,scattered clouds
559,Kuryk,KZ,43.2,51.65,69.22,44,8,14.29,clear sky
560,Manbij,SY,36.5281,37.9549,77.77,18,0,5.77,clear sky
561,Palmer,US,42.1584,-72.3287,59.56,77,14,3.04,few clouds
562,Usvyaty,RU,55.7456,30.7533,47.41,95,100,8.21,light rain
563,Nyuksenitsa,RU,60.4128,44.2397,51.19,77,100,5.41,overcast clouds
564,Whitianga,NZ,-36.8333,175.7,57.02,89,9,7.7,clear sky
565,Maningrida,AU,-12.0667,134.2667,79.27,74,98,13.27,overcast clouds
566,Krasnoselkup,RU,65.7,82.4667,43.38,54,7,14.63,clear sky
567,Skegness,GB,53.1436,0.3363,66.18,91,100,4.68,overcast clouds
568,Gambissara,SN,13.2382,-14.3108,79.9,84,97,3.2,overcast clouds
569,Gobabis,NA,-22.45,18.9667,87.31,13,0,16.89,clear sky
570,Atherton,GB,53.5237,-2.4935,65.91,94,100,1.99,overcast clouds
571,Desaguadero,PE,-16.5656,-69.0417,42.69,77,6,1.97,clear sky
572,Loutros,GR,40.5883,22.3994,84.16,33,0,4.41,clear sky
573,Cap Malheureux,MU,-19.9842,57.6142,77.49,62,6,5.99,clear sky
574,Sept-Iles,CA,50.2001,-66.3821,54.12,98,90,10.0,mist
575,Arlit,NE,18.7369,7.3853,95.95,8,6,4.85,clear sky
576,Beisfjord,NO,68.3751,17.5988,47.25,92,96,3.91,overcast clouds
577,Atar,MR,20.5169,-13.0499,90.37,21,95,8.55,overcast clouds
578,Eston,CA,51.1501,-108.7514,59.67,43,68,9.46,broken clouds
579,Luena,AO,-11.7833,19.9167,87.49,14,0,7.14,clear sky
580,Nianzishan,CN,47.5167,122.8833,57.7,78,100,1.72,overcast clouds
581,Anadyr,RU,64.75,177.4833,21.7,86,40,6.71,scattered clouds
582,Smithers,CA,54.7804,-127.1743,50.32,93,90,0.0,overcast clouds
583,Poli,TZ,-3.3333,36.8,73.89,41,98,9.93,overcast clouds
584,Port Hedland,AU,-20.3167,118.5667,82.45,47,2,16.11,clear sky
585,Yasnyy,RU,51.0333,59.8742,66.97,17,65,19.46,broken clouds
586,North Bend,US,43.4065,-124.2243,56.86,99,14,1.23,few clouds
587,Bunia,CD,1.5667,30.25,73.65,68,88,3.44,light rain
588,Manohar Thana,IN,24.24,76.8018,88.12,63,29,7.87,scattered clouds
589,Nador,MA,35.174,-2.9287,70.05,83,90,9.22,overcast clouds
590,Tuatapere,NZ,-46.1333,167.6833,40.82,89,94,9.28,overcast clouds
591,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,62,0,2.3,clear sky
592,Ahipara,NZ,-35.1667,173.1667,54.34,94,14,6.08,few clouds
593,Cayenne,GF,4.9333,-52.3333,77.09,90,100,1.14,overcast clouds
594,Mandera,KE,3.9366,41.867,90.18,32,52,17.45,broken clouds
595,Bilibino,RU,68.0546,166.4372,29.07,98,100,7.83,light snow
596,Salina Cruz,MX,16.1667,-95.2,76.82,79,90,13.53,overcast clouds
597,Prince George,CA,53.9166,-122.753,49.62,92,75,3.44,broken clouds
598,Nuevo Progreso,MX,23.1667,-97.95,76.59,75,33,2.8,scattered clouds
599,Kabakovo,RU,54.5369,56.1517,61.09,31,75,11.18,light rain
600,Nome,US,64.5011,-165.4064,42.87,82,90,11.5,light rain
601,San Javier,ES,37.8063,-0.8374,79.74,79,75,1.14,broken clouds
602,Khuzhir,RU,53.1939,107.3397,44.35,88,100,10.89,moderate rain
603,Vostok,RU,46.4856,135.8833,48.13,77,76,0.58,broken clouds
604,Paita,PE,-5.0892,-81.1144,63.1,88,91,10.94,overcast clouds
605,Lorengau,PG,-2.0226,147.2712,82.51,76,11,9.31,few clouds
606,Nambucca Heads,AU,-30.65,153.0,66.2,67,25,11.39,scattered clouds
607,Alekseyevsk,RU,57.8406,108.3492,42.13,89,100,6.06,overcast clouds
608,Batemans Bay,AU,-35.7167,150.1833,53.91,81,100,2.84,light rain
609,Praxedis Guerrero,MX,31.3667,-106.0167,75.56,62,100,4.25,overcast clouds
610,Yarim,YE,14.298,44.3779,70.65,16,66,8.46,broken clouds
611,Chapais,CA,49.7834,-74.8492,43.63,91,63,8.14,broken clouds
612,Cermik,TR,38.1361,39.4493,70.29,22,0,1.95,clear sky
613,Troitsko-Pechorsk,RU,62.7084,56.1964,49.24,71,100,7.85,overcast clouds
614,Swanzey,US,42.8698,-72.2818,57.25,98,90,4.61,fog
615,Porto Santo,PT,33.072,-16.3415,71.51,73,20,0.0,few clouds
616,Mujiayingzi,CN,42.1167,118.7833,65.5,73,66,7.67,broken clouds
617,Ust-Kuyga,RU,70.0167,135.6,32.61,88,100,14.41,overcast clouds
618,Bayan,CN,46.0833,127.4,56.98,83,100,2.15,overcast clouds
619,Hailar,CN,49.2,119.7,62.49,65,94,6.04,overcast clouds
620,Acapulco,MX,16.8634,-99.8901,78.62,87,99,3.69,overcast clouds
621,North Ogden,US,41.3072,-111.9602,65.35,39,1,1.99,clear sky
622,Pemba,MZ,-12.974,40.5178,79.61,68,41,11.3,scattered clouds
623,Manzil Kamil,TN,35.6248,10.6673,83.64,74,40,9.22,scattered clouds
624,Palaia Fokaia,GR,37.72,23.9463,85.69,37,7,3.42,clear sky
625,Palauig,PH,15.435,119.9045,84.7,74,19,7.47,few clouds
626,Ambon,ID,-3.6954,128.1814,82.54,78,40,6.91,scattered clouds
627,Saint-Francois,FR,46.4154,3.9054,63.68,94,0,4.61,clear sky
628,Makakilo City,US,21.3469,-158.0858,75.56,72,75,5.75,broken clouds
629,El Tigre,VE,8.8875,-64.2454,72.75,88,83,1.59,broken clouds
630,Bria,CF,6.5423,21.9863,79.92,70,100,3.02,overcast clouds
631,Beberibe,BR,-4.1797,-38.1306,77.04,81,3,9.6,clear sky
632,Wadi Musa,JO,30.3222,35.4793,72.86,40,0,1.48,clear sky
633,Plouzane,FR,48.3833,-4.6167,57.52,100,0,3.44,clear sky
634,Tabou,CI,4.423,-7.3528,79.25,84,96,6.78,light rain
635,La Ronge,CA,55.1001,-105.2842,45.55,74,60,3.83,broken clouds
636,Karasjok,NO,69.4719,25.5112,48.31,80,100,13.29,overcast clouds
637,Luau,AO,-10.7073,22.2247,89.76,24,72,3.6,broken clouds
638,Chimoio,MZ,-19.1164,33.4833,81.12,27,0,6.38,clear sky
639,Port Blair,IN,11.6667,92.75,83.07,80,42,15.1,scattered clouds
640,Changji,CN,44.0167,87.3167,63.39,29,0,6.71,clear sky
641,Skjervoy,NO,70.0311,20.9714,46.58,83,100,11.68,light rain
642,Bud,US,39.447,-86.1758,60.98,80,100,11.41,overcast clouds
643,Binzhou,CN,37.3667,118.0167,66.43,86,100,10.04,overcast clouds
644,Kathu,TH,7.9178,98.3332,76.82,79,78,7.49,heavy intensity rain
645,Mbuji-Mayi,CD,-6.15,23.6,93.34,35,25,1.5,scattered clouds
646,Sobolevo,RU,54.4299,31.8996,47.75,96,100,11.27,light rain
647,Prachuap Khiri Khan,TH,12.2167,99.75,83.7,80,100,7.43,light rain
648,Xiongzhou,CN,25.1167,114.3,88.93,57,79,3.47,broken clouds
649,Shakawe,BW,-18.3667,21.85,91.69,12,0,9.78,clear sky
650,Sur,OM,22.5667,59.5289,94.1,45,28,5.91,scattered clouds
651,Antsohihy,MG,-14.8796,47.9875,96.67,23,1,11.45,clear sky
652,Severnyy,RU,50.677,36.5532,51.84,82,75,2.24,broken clouds
653,Parana,AR,-31.732,-60.5238,55.54,92,0,7.4,clear sky
654,Grants,US,35.1473,-107.8514,48.43,61,1,0.0,clear sky
655,Ilebo,CD,-4.3167,20.5833,90.57,46,79,0.96,broken clouds
656,Poronaysk,RU,49.2167,143.1167,51.84,79,2,9.01,clear sky
657,Cabadiangan,PH,9.7531,122.4739,82.0,83,100,0.92,light rain
658,Krasnozatonskiy,RU,61.6758,50.9794,46.62,93,90,8.95,overcast clouds
659,Sistranda,NO,63.7256,8.834,51.91,78,56,18.92,broken clouds
660,Mpongwe,ZM,-13.5091,28.155,86.41,16,0,7.92,clear sky
661,Havoysund,NO,70.9963,24.6622,49.08,72,43,18.72,scattered clouds
662,Kismayo,SO,-0.3582,42.5454,81.79,70,82,15.3,light rain
663,Kargat,RU,55.1956,80.2811,42.84,74,100,10.63,light rain
664,Kuusamo,FI,65.9667,29.1833,41.04,93,90,10.36,overcast clouds
665,Dickinson,US,29.4608,-95.0513,75.15,84,1,0.0,clear sky
666,Broken Hill,AU,-31.95,141.4333,62.31,29,8,11.5,clear sky
667,Fort Nelson,CA,58.8053,-122.7002,43.14,75,42,2.33,scattered clouds
668,Porto Walter,BR,-8.2686,-72.7439,69.33,94,93,1.52,light rain
669,Pedernales,DO,18.0384,-71.744,80.24,75,88,2.62,overcast clouds
670,Fairbanks,US,64.8378,-147.7164,33.6,94,100,1.63,overcast clouds
671,Masuguru,TZ,-11.3667,38.4167,92.75,26,0,6.31,clear sky
672,Agadir,MA,30.4202,-9.5982,70.25,57,0,1.54,clear sky
673,Okhotsk,RU,59.3833,143.3,49.8,68,3,7.43,clear sky
674,Mitsamiouli,KM,-11.3847,43.2844,78.84,70,5,7.61,clear sky
675,San Julian,MX,21.0167,-102.1667,55.65,85,79,2.48,broken clouds
676,Tame,CO,6.461,-71.73,69.8,96,100,2.26,overcast clouds
677,Muchkapskiy,RU,51.8513,42.4717,58.84,50,76,8.32,broken clouds
678,Khorinsk,RU,52.1657,109.7726,51.31,94,100,5.26,moderate rain
679,Pedasi,PA,7.5333,-80.0333,76.06,84,86,0.58,overcast clouds
680,Half Moon Bay,US,37.4636,-122.4286,63.14,90,90,1.01,mist
681,Boguchany,RU,58.3814,97.4531,44.98,61,100,3.76,overcast clouds
682,Solikamsk,RU,59.6196,56.7729,52.34,65,100,7.23,overcast clouds
683,Kaspiyskiy,RU,45.3929,47.3707,64.0,51,94,4.65,overcast clouds
